Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,An Iron trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Mithril trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful pickaxe in the colours of the Trailblazer League.,10 coins,6 coins,4 coins,1.36 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Rune trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Steel trophy for competing in Leagues II - Trailblazer (28th Oct 2020 to 6th Jan 2021).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.907 kg,17470 coins (info),5,4,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.907 kg,140321 coins (info),5,0,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,0.907 kg,1143532 coins (info),5,4,0,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,None,You can reclaim this by speaking to the League Tutor in Kourend Courtyard.,A Trailblazer trophy.,1 coin,0 coins,0 coins,? (edit),None,None,None,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.907 kg,14209 coins (info),5,1,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a trailblazer relic hunter.,15000 coins,9000 coins,6000 coins,0.907 kg,121592 coins (info),5,1,0,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a trailblazer relic hunter.,150000 coins,90000 coins,60000 coins,0.907 kg,697288 coins (info),5,3,0,0,0,0,0
27 September 2006 (Update),No,No,No,Yes,Yes,Wield,You can get more Training arrows by talking to the Ranged Combat skill tutor north of Lumbridge Castle.,Standard training arrows.,1 coin,0 coins,0 coins,0 kg,None,None,None,0,0,0,0,0
27 September 2006 (Update),No,No,No,Yes,No,Wield,You can get another Training bow by talking to the Ranged Combat skill tutor north of Lumbridge Castle.,Light and flexible good for a beginner.,1 coin,0 coins,0 coins,1.36 kg,None,None,None,0,0,0,0,0
27 September 2006 (Update),No,No,No,Yes,No,Wear,You can get another Training shield by talking to the Melee Combat skill tutor north of Lumbridge Castle.,Made of flimsy painted wood.,1 coin,0 coins,0 coins,5.443 kg,None,None,None,0,0,0,0,0
27 September 2006 (Update),No,No,No,Yes,No,Wield,You can get another Training sword by talking to the Melee Combat skill tutor north of Lumbridge Castle.,Basic training sword.,1 coin,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
26 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A razor sharp ring.,50000 coins,30000 coins,20000 coins,0.4 kg,393651 coins (info),8,159,0,0,0,0,0
24 July 2014 (Update),Yes,No,No,Yes,No,Wear Uncharge,Drop,A razor sharp ring.,50000 coins,30000 coins,20000 coins,0.4 kg,None,None,None,0,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,The flag of The Treasure Trove.,500 coins,300 coins,200 coins,2.267 kg,None,None,None,0,0,0,0,0
13 December 2018 (Update),No,No,No,Yes,No,Wear,During event: You can make yourself another outfit if you need it.After event: You can get a replacement from Diango.,The bottom of a tree costume.,0 coins,None,None,0.25 kg,None,None,None,0,0,0,0,0
13 December 2018 (Update),No,No,No,Yes,No,Wear,During event: You can make yourself another outfit if you need it.After event: You can get a replacement from Diango.,Part of a tree costume.,0 coins,None,None,0.3 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another hat from Diango in the Draynor Market.,A woolly triple bobble jester hat.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another jester scarf from Diango in the Draynor Market.,A woolly jester scarf.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A ceremonial wooden mask.,500 coins,300 coins,200 coins,2 kg,1491 coins (info),150,34,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A ceremonial wooden mask.,500 coins,300 coins,200 coins,2 kg,1881 coins (info),150,70,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A ceremonial wooden mask.,500 coins,300 coins,200 coins,2 kg,2152 coins (info),150,10,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4950 coins (info),150,7,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,5300 coins (info),150,524,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4603 coins (info),150,4,0,0,0,0,0
9 August 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Local dress.,300 coins,180 coins,120 coins,1 kg,4236 coins (info),150,1,0,0,0,0,0
30 January 2014 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop,It needs to be charged with death runes chaos runes fire runes and coins.,68000 coins,40800 coins,27200 coins,1.814 kg,41457 coins (info),8,589,0,0,0,0,0
8 February 2018 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop,It needs to be charged with death runes chaos runes fire runes and coins.,98000 coins,58800 coins,39200 coins,1.814 kg,4862348 coins (info),8,7,0,0,0,0,0
8 January 2015 (Update),Yes,No,Yes,Yes,No,Wield Check Uncharge,Drop,It needs to be charged with death runes chaos runes fire runes and Zulrah's scales.,78000 coins,46800 coins,31200 coins,1.814 kg,4410876 coins (info),8,1127,0,0,0,0,0
8 February 2018 (Update),Yes,No,Yes,Yes,No,Wield Check Dismantle,Drop,It needs to be charged with death runes chaos runes fire runes and Zulrah's scales.,108000 coins,64800 coins,43200 coins,1.814 kg,9767102 coins (info),8,240,0,0,0,0,0
5 January 2005 (Update),Yes,Troll Romance,No,Yes,No,Wield,Drop,These are very rare flowers with a pungent odour.,5 coins,3 coins,2 coins,0.028 kg,None,None,None,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A pair of long dwarven trousers... long for dwarves of course.,750 coins,450 coins,300 coins,1 kg,693 coins (info),150,4,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A pair of long dwarven trousers... long for dwarves of course.,550 coins,330 coins,220 coins,1 kg,928 coins (info),150,0,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A pair of long dwarven trousers... long for dwarves of course.,700 coins,420 coins,280 coins,1 kg,926 coins (info),150,33,0,0,0,0,0
12 August 2021 (Update),Yes,No,No,No,No,Wield Charge,Drop,A wand once used by Tumeken himself. It is currently uncharged.,150000 coins,90000 coins,60000 coins,0.198 kg,None,None,None,0,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,They're soft silky and turquoise.,200 coins,120 coins,80 coins,0.34 kg,627 coins (info),150,77,0,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A silly turquoise pointed hat.,160 coins,96 coins,64 coins,0.453 kg,308 coins (info),150,255,0,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made by Tree Gnomes with a thing for turquoise.,180 coins,108 coins,72 coins,0.907 kg,788 coins (info),150,80,0,0,0,0,0
12 December 2002 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The ultimate in gnome design now in turquoise!,180 coins,108 coins,72 coins,0.907 kg,91 coins (info),150,31,0,0,0,0,0
4 January 2018 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,40000 coins,24000 coins,16000 coins,2.267 kg,None,None,None,0,0,0,0,0
4 January 2018 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You really don't want to wear it inside-out.,90000 coins,54000 coins,36000 coins,2.267 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,An Adamant trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
28 May 2020 (Update),Yes,No,No,Yes,No,Wear,Dismantle,The hat of a powerful sorceress from a bygone era.,45000 coins,27000 coins,18000 coins,0.453 kg,None,None,None,0,0,0,0,0
28 May 2020 (Update),Yes,No,No,Yes,No,Wear,Dismantle,The robe bottoms of a powerful sorceress from a bygone era.,80000 coins,48000 coins,32000 coins,1.814 kg,None,None,None,0,0,0,0,0
28 May 2020 (Update),Yes,No,No,Yes,No,Wear,Dismantle,The robe top of a powerful sorceress from a bygone era.,120000 coins,72000 coins,48000 coins,2.721 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues I - Twisted.,1000 coins,600 coins,400 coins,2.267 kg,183765 coins (info),5,7,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a twisted relic hunter.,1000 coins,600 coins,400 coins,0.34 kg,39914 coins (info),5,4,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a twisted relic hunter.,10000 coins,6000 coins,4000 coins,0.34 kg,121033 coins (info),5,6,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The boots of a twisted relic hunter.,100000 coins,60000 coins,40000 coins,0.34 kg,370882 coins (info),5,14,0,0,0,0,0
5 January 2017 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A mystical bow carved from the twisted remains of the Great Olm.,4000000 coins,2400000 coins,1600000 coins,1.814 kg,1185112245 coins (info),8,246,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Bronze trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
5 January 2017 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A buckler carved from the twisted remains of the Great Olm.,90000 coins,54000 coins,36000 coins,5.443 kg,18061790 coins (info),8,1058,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A cane of the twisted relic hunter.,1000 coins,600 coins,400 coins,1.814 kg,431497 coins (info),10,13,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,1000 coins,600 coins,400 coins,0.907 kg,158039 coins (info),5,14,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,10000 coins,6000 coins,4000 coins,0.907 kg,229973 coins (info),5,4,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The coat of a twisted relic hunter.,100000 coins,60000 coins,40000 coins,0.907 kg,1200577 coins (info),5,17,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Dragon trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a twisted relic hunter.,1000 coins,600 coins,400 coins,0.453 kg,95897 coins (info),5,8,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a twisted relic hunter.,10000 coins,6000 coins,4000 coins,0.453 kg,142336 coins (info),5,8,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The headgear of a twisted relic hunter.,100000 coins,60000 coins,40000 coins,0.453 kg,495930 coins (info),5,16,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,An Iron trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Mithril trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Rune trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1.5 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,40000 coins,24000 coins,16000 coins,2.267 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You really don't want to wear it inside-out.,90000 coins,54000 coins,36000 coins,2.267 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,No,Yes,No,Wear,You can reclaim this by speaking to the Leagues Tutor or from your League trophy case.,A Steel trophy for competing in Leagues I - Twisted (14th Nov 2019 to 16th Jan 2020).,1 coin,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a twisted relic hunter.,1000 coins,600 coins,400 coins,0.907 kg,39694 coins (info),5,7,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a twisted relic hunter.,10000 coins,6000 coins,4000 coins,0.907 kg,122616 coins (info),5,8,0,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The trousers of a twisted relic hunter.,100000 coins,60000 coins,40000 coins,0.907 kg,326707 coins (info),5,11,0,0,0,0,0
13 June 2006 (Update),Yes,No,No,Yes,No,None,Drop,To put on your head.,1 coin,0 coins,0 coins,9.071 kg,None,None,None,0,0,0,0,0
26 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,An incredibly heavy ring.,50000 coins,30000 coins,20000 coins,1 kg,1285364 coins (info),8,108,0,0,0,0,0
24 July 2014 (Update),Yes,No,No,Yes,No,Wear Uncharge,Drop,An incredibly heavy ring.,50000 coins,30000 coins,20000 coins,1 kg,None,None,None,0,0,0,0,0
22 August 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,As used by King Tyras' personal guard.,550 coins,330 coins,220 coins,0.907 kg,1051 coins (info),150,13,0,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A mace of obsidian.,30000 coins,18000 coins,12000 coins,1.814 kg,97630 coins (info),70,39,0,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A maul of obsidian.,50001 coins,30000 coins,20000 coins,3.628 kg,255865 coins (info),70,856,0,0,0,0,0
11 April 2019 (Update),Yes,No,No,Yes,No,Wield,Dismantle,A maul of obsidian with trim and spikes.,50001 coins,30000 coins,20000 coins,3.628 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,40000 coins,24000 coins,16000 coins,2.267 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,90000 coins,54000 coins,36000 coins,2.267 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You really don't want to wear it inside-out.,40000 coins,24000 coins,16000 coins,2.267 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,90000 coins,54000 coins,36000 coins,2.267 kg,None,None,None,0,0,0,0,0
20 October 2021 (Update),No,No,No,Yes,No,Wear Reverse,You can get another one from Diango.,A reversible jumper knitted lovingly by Iffie.,1 coin,None,None,0.4 kg,None,None,None,0,0,0,0,0
13 October 2014 (Update),No,No,No,Yes,No,Wear,You can obtain another helmet from the Iron Man tutor in Lumbridge.,For just a rather very independent scaper.,0 coins,None,None,0.907 kg,None,None,None,0,0,0,0,0
13 October 2014 (Update),No,No,No,Yes,No,Wear,You can obtain another platebody from the Iron Man tutor in Lumbridge.,Take it off and what are you?,0 coins,None,None,4.535 kg,None,None,None,0,0,0,0,0
13 October 2014 (Update),No,No,No,Yes,No,Wear,You can obtain another pair of platelegs from the Iron Man tutor in Lumbridge.,Take it off and what are you?,0 coins,None,None,4.535 kg,None,None,None,0,0,0,0,0
12 July 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A symbol of Saradomin.,200 coins,120 coins,80 coins,0.007 kg,82 coins (info),10000,141,0,0,0,0,0
12 December 2006 (Update),Yes,Yes,No,Yes,No,Wield,The undead farmer near Port Phasmatys will sell me more of these chickens.,It looks at you with beady eyes.,100 coins,60 coins,40 coins,0.453 kg,None,None,None,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Equip,Drop,The Dark Lord will rise again with his servant's aid greater and more terrible than ever he was.,80 coins,48 coins,32 coins,0.51 kg,60506 coins (info),5,757,0,0,0,0,0
17 November 2004 (Update),Yes,Horror from the Deep,No,Yes,No,Wield Preach,Drop,The unholy book of Zamorak.,200 coins,120 coins,80 coins,1 kg,None,None,None,0,0,0,0,0
16 March 2022 (Update),Yes,No,No,Yes,No,Wield Preach Dismantle,Drop,The unholy book of Zamorak plucked from the shattered abyss.,200 coins,120 coins,80 coins,1 kg,None,None,None,0,0,0,0,0
17 March 2003 (Update),Yes,No,Yes,Yes,No,Wear,Drop,An unholy symbol of Zamorak.,200 coins,120 coins,80 coins,0.007 kg,355 coins (info),125,682,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,? (edit),Breaking this will give you a power related to Combat skills.,1 coin,None,None,0.02 kg,None,None,None,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,? (edit),Breaking this will give you a power related to Harvesting skills.,1 coin,None,None,0.02 kg,None,None,None,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,? (edit),Breaking this will give you a power related to Clues & Minigames.,1 coin,None,None,0.02 kg,None,None,None,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,? (edit),Breaking this will give you a power related to Production skills.,1 coin,None,None,0.02 kg,None,None,None,0,0,0,0,0
19 January 2022 (Update),Yes,No,No,Yes,No,Break,? (edit),Breaking this will give you a power related to Support skills.,1 coin,None,None,0.02 kg,None,None,None,0,0,0,0,0
17 March 2003 (Update),Yes,No,Yes,Yes,No,Wear,Drop,An unblessed symbol of Zamorak.,200 coins,120 coins,80 coins,0.007 kg,161 coins (info),10000,920,0,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This is top secret comrade...,1000 coins,600 coins,400 coins,2.267 kg,13749 coins (info),4,12,0,0,0,0,0
26 September 2019 (Update),Yes,The Fremennik Exiles,No,Yes,No,Wield,Drop,A recreation of V's mighty shield.,50000 coins,30000 coins,20000 coins,2.267 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You really don't want to wear it inside-out.,40000 coins,24000 coins,16000 coins,2.267 kg,None,None,None,0,0,0,0,0
21 July 2021 (Update),Yes,No,No,Yes,No,Wear Check Disassemble,Drop,You don't want to wear it inside-out.,90000 coins,54000 coins,36000 coins,2.267 kg,None,None,None,0,0,0,0,0
8 March 2018 (Update),Yes,No,No,Yes,No,None,Drop,A pair of Sanguis Vambraces.,? (edit),None,None,0.25 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,Varrock smithing armour.,0 coins,0 coins,0 coins,1 kg,None,None,None,0,0,0,0,0
9 May 2005 (Update),Yes,No,Yes,Yes,No,Wear Check,Drop (If you drop this item it will break. Are you sure you want to drop it?),Verac the Defiled's brassard.,280000 coins,168000 coins,112000 coins,4.989 kg,222358 coins (info),15,307,0,0,0,0,0
